timestamp_ms,elapsed_after_fault_ms,phase,motor.m1,motor.m2,motor.m3,motor.m4,ftAlloc.active,ftAlloc.failedMotor,ftAlloc.residualYaw,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,stateEstimate.z
1850,,pre_fault,29315,28952,29050,29039,0,0,0.0008494146863634011,0.02669532184388519,0.04394318249805402,0.21449020483994408,0.500370272400157
1900,,pre_fault,28776,28983,29050,29169,0,0,0.0010831520167678566,-0.17156422520933928,0.11731750919685088,0.09926564982031044,0.5019289230012102
1950,,pre_fault,29181,28865,28893,28933,0,0,-0.0014115222146074682,0.09416059683119,0.045438286970124864,-0.11349955479729393,0.5024433816748048
2000,,pre_fault,28716,28981,29049,29074,0,0,-0.0013226014280487055,-0.15654766646283513,-0.40307046472877617,0.4673753884375922,0.4985504925576062
2049,,pre_fault,28942,28973,29307,29054,0,0,0.00044396895611837115,0.12749218322268885,-0.26450264154026853,-0.24958508169225557,0.49617256442977486
2099,,pre_fault,29069,28595,29034,28631,0,0,-0.0011769673780778376,-0.006751452596152138,0.11767642014432758,-0.47504482954179583,0.5044483025718478
2149,,pre_fault,28860,29190,28873,28667,0,0,0.0019106268464094318,0.054349961258048404,-0.10928536616890125,0.3440868065194956,0.495745007560712
2199,,pre_fault,28809,29219,28706,29205,0,0,-0.00010321437588986161,-0.0952646345622252,-0.012279759832837288,-0.28554906538253183,0.49418212088444247
2249,,pre_fault,29018,28960,28703,28859,0,0,0.00023049754611116052,-0.16736185780160093,-0.35564253607876334,0.08782373067716966,0.5072362349964229
2299,,pre_fault,28728,29137,28759,28749,0,0,-0.00017655206030319095,0.06376701837473507,0.07236645362117018,-0.5903865992890086,0.5011158084023936
2349,,pre_fault,29153,28959,28794,29225,0,0,-0.0003678123742382723,-0.39279169672974745,-0.0737189239843626,-0.6060165292105261,0.502582663984723
2399,,pre_fault,28818,29090,28668,28655,0,0,-0.0007324563000493662,0.346185024779843,0.047102625623888526,-0.2714412278885811,0.5033536593306062
2449,,pre_fault,29034,29131,28859,29178,0,0,0.0016880239171963218,-0.11392272422841658,0.04846936927581801,0.8843370485091517,0.4973636959601941
2499,,pre_fault,28818,28850,28887,29066,0,0,0.00036465315060056,0.5191693910719398,-0.4058668800386249,0.1843056749141545,0.49755658420648347
2549,,pre_fault,28911,29026,28708,28985,0,0,-0.002017523100458327,0.1679492552688105,0.2759252026349374,-0.11735823785632121,0.503422015654321
2599,,pre_fault,28907,29209,28573,28745,0,0,-0.0006366455810258583,-0.02324437922790351,-0.31613610208497167,-0.16996400040590828,0.4971315594084087
2649,,pre_fault,29132,29151,29100,29082,0,0,0.0005305564264944276,-0.15072364538887756,-0.07439464475089586,0.08956914621847979,0.5018956284971464
2699,,pre_fault,29053,29240,29065,28777,0,0,0.00041969565090661906,0.1298026429372121,-0.11519204847004479,0.05147593457781916,0.4997664404889738
2749,,pre_fault,28705,29225,28852,29038,0,0,0.0012282608243518315,0.11569376923042739,0.25853386500009395,0.2849732081280791,0.49424059960758937
2799,,pre_fault,28646,29055,28924,28969,0,0,0.0002687566058317741,0.10778315441238781,0.027506277660896243,0.8152547813144768,0.5050421373229557
2849,,pre_fault,28699,28749,28947,28973,0,0,-0.00025447624452048503,0.2099022556896572,0.24103126714918002,-0.1337710364596532,0.4937616087057903
2899,,pre_fault,28767,29059,29060,28741,0,0,-0.00017487161139742653,0.030189537526620007,0.051536246375279024,1.0618999476246742,0.5013714804087712
2949,,pre_fault,29144,29121,29030,28666,0,0,0.0002914971167801271,0.286259609476787,-0.005409324356472709,-0.7745854102548995,0.5005398419261311
2999,,pre_fault,28966,29108,28890,28880,0,0,0.0005440022698959368,-0.1917882047325966,-0.20098210382030404,0.08826559767258033,0.506536241259392
3049,,pre_fault,29153,28821,28828,29047,0,0,-0.0006400141910879154,-0.05085959712100207,-0.11715726252911847,-0.2938813355430591,0.4946033375369293
3099,,pre_fault,28776,29088,28765,28853,0,0,-0.00032589846888601636,0.1548788813950564,0.009955971879378576,0.20958441345389078,0.4974837708914035
3149,,pre_fault,28877,28827,29025,28634,0,0,0.0005696122925578566,-0.195007772994136,0.06496952857904664,-0.5386324733560747,0.4996965250106304
3199,,pre_fault,28844,29083,29277,29011,0,0,0.00014384367564568892,0.01084972091774128,-0.16004880352936057,-0.3335766355706141,0.5011006092262977
3249,,pre_fault,28624,29323,28938,28951,0,0,-0.00010494919406997687,0.38374812925561835,0.3526848575275709,0.012011447558289881,0.504536988823569
3299,,pre_fault,29174,28747,29078,28943,0,0,0.0008393099209575109,0.02642609790063753,0.07612931526485167,-0.5517946677396008,0.5017485383507219
3349,,pre_fault,28715,28857,29147,28912,0,0,-0.0007411941979169708,-0.11737982373883861,-0.27657601916601093,1.2591285132967949,0.5003157039479226
3399,,pre_fault,28684,28951,28910,28671,0,0,0.0006046089792790238,0.2823441744609493,0.3725643448879894,0.4674363640883334,0.5053314588579653
3449,,pre_fault,28992,29195,28550,28787,0,0,0.0012234406270079535,-0.2839940778699059,-0.4204989525856863,0.3312738348218521,0.5106684698019754
3499,,pre_fault,29139,29592,28789,28901,0,0,-7.221451836827675e-06,-0.0828954852989275,0.09946864885143958,0.15798308579911485,0.4934089223647271
3549,,pre_fault,29093,29033,29124,29083,0,0,-9.019596475004752e-05,0.2664633782326523,-0.135283067226357,0.2035096599057248,0.5001562234056524
3599,,pre_fault,29035,28958,28884,28977,0,0,-0.001057149153860268,-0.19251479876976899,0.3941539356749051,-0.058685357957112064,0.5039815778280601
3649,,pre_fault,29237,28905,29146,28965,0,0,-0.0003668548725949373,0.06444627310777637,0.20962989811062435,0.10058542826044553,0.5006105268284066
3699,,pre_fault,28813,28564,28751,29352,0,0,-0.0006615107374909754,-0.0174614369309688,-0.29060586800827054,-0.0952693970641809,0.5073534507141462
3749,,pre_fault,28596,28934,29033,28989,0,0,0.0009998350253575597,0.39184046435451925,0.25220501112462973,-0.42337820653578534,0.49850786119474966
3799,,pre_fault,29042,28965,28773,28774,0,0,-0.0002603878234972727,-0.3554714801358782,-0.5037166499544435,-0.07557428141767404,0.4951071792416807
3849,,pre_fault,28862,29210,28783,28971,0,0,-0.0002846689731543289,-0.13536506641307103,0.20958981070817564,0.5841586374163645,0.5045282385570038
3899,,pre_fault,29058,28519,29059,28404,0,0,0.0010808554344295003,-0.08123704089902838,-0.010539731384765034,0.13206784397007856,0.4863096866888872
3949,,pre_fault,29315,28917,29050,28917,0,0,-7.705812778566496e-05,0.09344297870168268,-0.22673500620564147,0.6575594551989392,0.4977939038054527
3999,,pre_fault,29147,28977,28648,28889,0,0,0.0005517496519610101,0.13798520638827128,0.24626569318847472,0.4086979519499265,0.5120016212676475
4049,,pre_fault,29001,28684,29072,28616,0,0,-0.00035934863253585253,0.10585827660832679,0.19482528825623163,0.9178024074427369,0.5003009791327049
4099,,pre_fault,28822,29180,28943,28620,0,0,0.00038675324594033384,0.35478462851256626,0.04930084720337755,0.09341221532633048,0.5019571327647782
4149,,pre_fault,29155,28966,29062,29076,0,0,-0.00017594198455757958,0.16799350607556138,0.07259824364141707,0.07113185887430684,0.4954088439413409
4199,,pre_fault,29148,29052,29078,28871,0,0,0.0012860637799245222,-0.32022511022024186,0.10191841630237472,-0.16291797616554493,0.5000495150128151
4249,,pre_fault,29097,28901,28971,28819,0,0,0.00023185374311620395,-0.3612693215167198,-0.08747200266204512,0.4949976341615336,0.49945304222965164
4299,,pre_fault,28988,28864,29128,29044,0,0,-0.001403739724110971,-0.13437038607386678,0.14115840782663006,-0.1678184005066905,0.5094543177794738
4349,,pre_fault,28756,28607,28841,28985,0,0,-0.00048709572068247555,-0.13140600644804928,-0.46446184568156973,0.26530227333026546,0.4951108350109524
4399,,pre_fault,28992,29071,29114,29081,0,0,-0.0012634988835876905,-0.10919343765084309,-0.8445764549903594,-0.6825355457060178,0.4863510514539234
4449,,pre_fault,29192,29138,28493,28812,0,0,0.0005394065039587306,0.2621756020507005,0.11690982866187458,-0.18265200304891627,0.5021917600150507
4499,,pre_fault,28798,29051,28898,28954,0,0,0.0007863484934754852,-0.1578031685422973,0.09804987087976155,0.5830289267000212,0.5079072298009484
4549,,pre_fault,29065,28768,28803,29343,0,0,0.00025719026068117865,0.2772746589944099,-0.16614693110602438,0.21413540878337015,0.49671248088909814
4599,,pre_fault,29341,28801,28938,29012,0,0,-0.0005052142568451553,0.2871743724685821,-0.2693092122259452,0.5485369381543896,0.4910368310603819
4649,,pre_fault,29075,28678,29211,28866,0,0,-0.001138835147550651,0.007794165476721091,0.3306758206327342,-0.20268969034037584,0.4947890495171479
4699,,pre_fault,29062,28885,29204,29088,0,0,-4.624580989987505e-05,-0.13030322945186423,-0.1279045721321433,-0.08523584377594534,0.5023196989432243
4749,,pre_fault,28974,29211,29132,29061,0,0,-0.0006666211354553445,0.3220177509142457,-0.15061926076554874,-0.673710130543187,0.49733926074850654
4799,,pre_fault,29091,29061,28953,29316,0,0,0.0009299550796627631,-0.21142614873457458,-0.24175940600629003,0.0003997062851003781,0.5003611535910794
4849,,pre_fault,29559,28790,28556,28892,0,0,-0.0003900010962146913,0.11973170198580692,0.19986369018686997,0.33638839354379246,0.48836041047392015
4899,,pre_fault,28795,28635,28993,28984,0,0,0.0004569445904142489,0.0681393301217648,-0.5525753108515201,-0.08738726629634201,0.4975449142330555
4949,,pre_fault,28804,28981,28976,29111,0,0,-0.00047977295765214443,0.3243742373969736,-0.04710437248628006,0.04216562457275075,0.5040868075613356
4999,,pre_fault,29006,29022,28830,29019,0,0,0.0010938323900260784,0.08971374293992929,-0.17868326107539495,-0.3790708918731134,0.49882093209373146
5049,47,fault_active,0,57814,0,57796,1,1,-0.002595653541726262,0.005287685508163701,-0.035937023952906946,-3.2999411083645116,0.4950227906856527
5099,97,fault_active,0,57789,340,58118,1,1,-0.0019347048572167156,0.2637924595924698,0.1671565676484156,-12.888124050709338,0.5054014290992364
5149,147,fault_active,0,57753,229,57448,1,1,-0.0009997187544332747,-0.09502249302725076,-0.1216421264783624,-29.508730774270624,0.5050754623656604
5199,197,fault_active,11,57814,0,57880,1,1,9.634607498628647e-05,0.14060052928931607,-0.06898776251709314,-53.89348368303607,0.4978123436842974
5249,247,fault_active,0,57665,169,57924,1,1,-0.0030111572950558873,0.03318431188777814,-0.46733790860747254,-84.38522143583677,0.49642901470198203
5299,297,fault_active,0,57907,96,57610,1,1,-0.002851214122069341,0.008715420178149585,-0.1370294769905217,-122.12070151964893,0.5065273080536347
5349,347,fault_active,0,57943,0,57946,1,1,-0.0011095896660482725,-0.3706088505701928,-0.26408521836582555,-167.6918581887636,0.49738618669860496
5399,397,fault_active,0,57911,0,57797,1,1,-3.133912316387148e-07,-0.001042953903835666,0.05772777911680393,140.12657969464192,0.49931785724629385
5449,447,fault_active,94,57885,20,57712,1,1,-0.000739714208137771,-0.25271023494746875,-0.058976382026108456,80.78248443000048,0.5091383544318286
5499,497,fault_active,93,58120,0,57779,1,1,-0.0008633911895974767,0.13250002536980218,-0.11027400391547915,15.883215435160574,0.5010666797127337
5549,547,fault_active,20,57805,0,58213,1,1,-0.002646781700433534,0.5924379129505022,0.03903380600390949,-57.405954150172036,0.4976541455583939
5599,597,fault_active,111,57864,0,57967,1,1,-0.001317883187495164,-0.05651901595179126,-0.22507904531919265,-136.96989911979603,0.49024806212046407
5649,647,fault_active,0,58213,332,57438,1,1,-0.0010687805113796327,0.2291036892028147,-0.2839286955824427,135.83700860907467,0.5003060481239691
5699,697,fault_active,0,57576,0,57945,1,1,-0.0013670845139943757,0.2521755633448075,-0.6479687321025323,42.1222425808719,0.4996949617418807
5749,747,fault_active,0,57455,109,57877,1,1,-0.0012754761176887587,-0.287993620712462,-0.019242036969805507,-58.50393212631689,0.49700761423159784
5799,797,fault_active,30,57961,161,57755,1,1,-0.0008259606099783908,0.17702989926717128,-0.002121789574153735,-166.67967321088082,0.5047534735910161
5849,847,fault_active,0,57816,0,57828,1,1,-0.004014893812468481,-0.07879845031024604,-0.01586738084424512,79.00566136997715,0.4936675962526971
5899,897,fault_active,0,58242,130,57672,1,1,-0.0036170445414221934,-0.10995902232954004,-0.14763042615590286,-43.589305208542804,0.49220921787083693
5949,947,fault_active,4,58053,412,57939,1,1,-0.0027694782308773274,0.2051133934606435,0.2588836360908495,-172.3911747801687,0.4961817214837296
5999,997,fault_active,449,58012,86,57747,1,1,-0.0014934254172535375,-0.1389795155969136,-0.18924849977891373,51.840659143606985,0.4998494393749977
6049,1047,fault_active,0,58023,32,57802,1,1,-0.0019692232695243,-0.12714075272745812,0.44369286125601176,-90.67710380602094,0.49247076165806025
6099,1097,fault_active,13,57656,5,57654,1,1,-0.0029133732257148213,0.18950082988736822,-0.07460016745201015,118.8595524807876,0.49407607877822646
6149,1147,fault_active,0,57880,207,58156,1,1,4.01700076131811e-05,0.3224585362169996,-0.20862169941462114,-37.086909137719715,0.49572784471106557
6199,1197,fault_active,311,58270,89,57375,1,1,-0.0017874848186161148,0.016632626709926823,-0.10198937940412707,157.89270697965776,0.4996614731201448
6249,1247,fault_active,373,57610,115,57794,1,1,-0.0013834229817171972,0.16681730019930283,-0.022199769502844486,-12.298463400266415,0.4962655590464728
6299,1297,fault_active,215,57852,0,57246,1,1,-0.0006458167909298259,-0.354619128102785,0.09105623176450992,170.07617756502395,0.5046476855362196
6349,1347,fault_active,296,57652,0,57906,1,1,0.0005501352960375309,-0.02537951784613777,0.46479845185325064,-15.496074159851133,0.48867300402018093
6399,1397,fault_active,0,57981,179,57639,1,1,-0.001639204024017033,0.1117309305274637,0.03049207116624871,153.42842134926275,0.5017164167305467
6449,1447,fault_active,0,58043,448,57937,1,1,-0.0013944496686049016,-0.21076253496227335,0.17394330940939934,-45.20806931797105,0.49669889055516514
6499,1497,fault_active,0,57674,251,57710,1,1,-0.0028251237312217903,0.16113598796934253,0.22555756874767974,108.73654720219481,0.5019773008767052
6549,1547,fault_active,0,57858,160,58237,1,1,-0.0016275815766191603,0.07053227511775104,0.10560000768207903,-104.19769379030852,0.5095277321898118
6599,1597,fault_active,179,58130,0,58176,1,1,-0.0028404863623702897,0.07147084764729796,0.4756699201461515,35.98476433182699,0.4992935793808655
6649,1647,fault_active,87,57877,114,57704,1,1,-0.0020332821016289773,0.2962544385732585,-0.08758238108797589,169.20751095383733,0.5006241852503786
6699,1697,fault_active,0,57652,0,58110,1,1,-0.0008177957627933912,0.31637661218458696,-0.16014105880148563,-64.2033702809093,0.5038175883366819
6749,1747,fault_active,337,57950,258,57979,1,1,-0.001222100115926373,-0.3038366598211817,-0.3084771831960125,54.51300341120012,0.49300283857802585
6799,1797,fault_active,0,58251,0,57912,1,1,-0.0006324786013568256,-0.16381265936483688,-0.07224324428219694,166.62892688429852,0.5029477164613396
6849,1847,fault_active,0,57584,0,57678,1,1,-0.0013285555345525315,0.13458669230962417,-0.529690688793975,-87.6140451069952,0.5037167890723956
6899,1897,fault_active,187,57771,521,57804,1,1,-0.00041429685888498243,-0.07526907701417579,0.15131270702858665,10.491106617186057,0.4989613018849679
6949,1947,fault_active,0,57801,84,57932,1,1,-0.002562136716040608,0.4975347776580557,-0.17863328845278945,101.89591457109104,0.5029095798445545
6999,1997,fault_active,0,57961,0,58103,1,1,-0.0003632655655634346,0.2764647748099863,0.15741868707026843,-174.75677791981968,0.5002869146425377
7049,2047,fault_active,0,57345,100,57106,1,1,-0.0021361842023441442,-0.20516473521378165,0.0851301970353373,-96.61644969651572,0.49579370533162925
7099,2097,fault_active,120,57065,0,56991,1,1,-0.0019324319753969222,-0.18900505240096657,-0.304205730532263,-26.826651050349522,0.49277992881279403
7149,2147,fault_active,121,57159,0,56506,1,1,-0.0018635703163740658,-0.3163610213388124,0.5207452410158016,36.288441971524925,0.5036276762425996
7199,2197,fault_active,237,56731,0,56904,1,1,0.0002825627572236606,0.09285222306819094,-0.19619868031839166,93.5148241072648,0.5065468549281468
7249,2247,fault_active,105,56597,0,56865,1,1,-0.0023052551336697653,-0.15131819777229366,-0.21608041345381815,143.02820995698949,0.49216373249199985
7299,2297,fault_active,0,56849,0,56901,1,1,-0.0010705224786222867,-0.1689648215255524,-0.10704971081313619,-174.7148165048098,0.49592481473708605
7349,2347,fault_active,0,57222,151,56990,1,1,-0.0011357539572723863,-0.3163352720747133,0.11475039034594219,-138.42284987493116,0.48556552858439933
7399,2397,fault_active,0,56984,36,56910,1,1,-0.00145975333801253,0.22242870299926293,-0.2729226928234568,-109.00219367973483,0.4864350100008194
7449,2447,fault_active,161,57253,0,57226,1,1,-0.002350171996484507,-0.18673904349288187,0.19718325470956605,-87.78939259070425,0.48310160045715966
7499,2497,fault_active,139,57242,0,57281,1,1,-0.0027083596005809843,-0.2264575614402395,0.030606101299815388,-71.59024401103434,0.47635898785368286
7549,2547,fault_active,0,57265,0,57210,1,1,-0.0027167723191675237,-0.471618802697247,-0.04967732428451606,-63.53708480888451,0.47788285432651584
7599,2597,fault_active,0,57300,0,57259,1,1,-0.0004796660450909658,0.10118884236013558,-0.2656126009165366,-61.81997476431498,0.47917483471159633
7649,2647,fault_active,35,57634,65,57667,1,1,-0.0023599366732763877,0.05760885509155131,0.021618731094067804,-68.4268374025012,0.472773933475373
7699,2697,fault_active,0,57414,127,57409,1,1,-0.0027829924756086442,0.18280897354072803,-0.07132289492206965,-79.3526642709786,0.4629707516209507
7749,2747,fault_active,0,57529,16,57691,1,1,-0.0006179392751000494,0.35887708081819963,-0.5111626965892353,-99.64668278847282,0.4681016993161398
7799,2797,fault_active,29,57278,0,57481,1,1,-0.0009601369227845105,0.051783439418600946,0.07331813352162435,-126.00541404291666,0.4573940027027767
7849,2847,fault_active,47,57611,164,57532,1,1,-0.001611873279184536,-0.08608702810628736,-0.23874435154283946,-159.20350248562562,0.46051577233759705
7899,2897,fault_active,0,57652,187,57824,1,1,-0.002107964867933115,-0.4009455827137388,-0.0841709448426766,160.80536083639606,0.4400930786086059
7949,2947,fault_active,0,57744,0,58106,1,1,-0.004317186009188692,0.026914028696571512,-0.22501358324125476,113.24689366769555,0.45675869035641176
7999,2997,fault_active,64,57633,0,57789,1,1,-0.0023642265504880584,0.08813307333849121,-0.09343498590141776,59.66506627759923,0.4357724791485341
8049,3047,fault_active,346,57501,148,57764,1,1,-0.0017583065622301926,0.06425598085998038,-0.12065492620429236,-2.2928097819728563,0.4256753996753735
8099,3097,fault_active,145,57847,286,57921,1,1,-0.0026621151274917286,-0.4868335797598306,-0.10102593395573192,-69.76680430013296,0.42114617349368716
8149,3147,fault_active,0,57903,190,57631,1,1,-0.002661093021220225,0.3088643729006374,-0.11988940091525968,-145.71823142151337,0.4260013953417472
8199,3197,fault_active,0,57664,128,57847,1,1,0.000466189715671608,0.15529121750680197,-0.17595425922005242,132.16541523297272,0.4206924337063727
8249,3247,fault_active,58,57858,80,57721,1,1,-0.0032966301993317976,-0.09747290784819246,0.24533883621364294,42.33647625684598,0.41503589073825914
8299,3297,fault_active,160,57726,0,57535,1,1,-0.0012975961162805896,-0.07103728526551233,0.10383296681829354,-53.52905183590731,0.40880550974508534
8349,3347,fault_active,0,57788,0,58171,1,1,-0.002396189991858097,-0.4800620310486543,0.1256612796164442,-156.2609328806206,0.3948990019557174
8399,3397,fault_active,0,57857,42,57773,1,1,-0.001406283424536137,0.08078045026204722,0.3197587386961634,92.87531493549906,0.39457902593533967
8449,3447,fault_active,283,57724,0,57708,1,1,-0.002814201923623626,-0.08587347419537592,-0.14351994309802898,-23.02497282945097,0.3784878114486901
8499,3497,fault_active,3,57636,95,57771,1,1,-0.00040364791461372745,-0.2826032745991867,0.09969814763559816,-147.76624369379059,0.38042634820389065
8549,3547,fault_active,0,58223,83,57656,1,1,-0.0019376920448193418,0.4935580942950215,-0.144415280123089,80.85943745074715,0.3828926438731352
8599,3597,fault_active,546,57811,182,57793,1,1,0.00010692892051936088,0.3862185108976069,-0.22157419221611258,-57.17382129786797,0.36488857687750603
8649,3647,fault_active,0,57890,0,57305,1,1,-0.00023457304496229503,0.18096897676398457,0.31792910687867626,158.3964243535699,0.3808973682898216
8699,3697,fault_active,0,58110,44,57913,1,1,-0.002513848239495504,-0.005276643426642892,-0.22451067135926533,5.909001420812017,0.3700923176971254
8749,3747,fault_active,68,58072,0,57525,1,1,-0.0026122530761494554,-0.31031884118350195,0.6091760676752234,-154.28971631767413,0.35276619915266844
8799,3797,fault_active,19,57658,0,57469,1,1,-0.0029149229078536225,-0.004799716317290083,0.5848548539741657,40.181204007779414,0.3568538928101622
8849,3847,fault_active,163,57755,202,58114,1,1,-0.002599768907290425,0.11746597030649754,-0.5497578187593404,-132.40131457464517,0.3507431928990186
8899,3897,fault_active,16,58442,0,57990,1,1,-0.00037186042097116473,-0.027080094275954023,0.2201841428556052,46.777429409494715,0.3420024779843635
8949,3947,fault_active,130,57874,0,57600,1,1,2.6971994855248078e-05,-0.00881606618600398,-0.21986325494668524,-139.84844774681093,0.34037700120173675
8999,3998,fault_active,0,58022,0,58091,1,1,-0.002195328398816652,0.046674128639186116,0.13346374818063994,24.99381904516088,0.33082743269950493
9049,4048,fault_active,0,57918,50,57954,1,1,-0.0005092766169998138,-0.2859091249257456,0.03899711575081839,-175.43405705216114,0.32680167347716266
9099,4098,fault_active,73,57814,411,57840,1,1,-0.0016516683359736187,0.20516267668146418,-0.6428259889300636,-23.2523432193061,0.3243853351560848
9149,4148,fault_active,0,57870,0,57837,1,1,-0.0018732084277646025,0.25177373687615134,0.01956406511603161,121.89986066799337,0.3187907343810354
9199,4198,fault_active,0,57914,0,57668,1,1,-0.0017468181213184915,-0.10754576295704915,0.32246895090538463,-100.67416712443666,0.3128343606359793
9249,4248,fault_active,28,57928,128,57776,1,1,-0.0008056450665542487,-0.1735885660619549,0.0554873791099181,30.8028704725169,0.30767614064689075
9299,4298,fault_active,23,57341,219,58313,1,1,-0.0036121366779809797,0.5302077556167384,0.4660014789580708,153.75344899991643,0.3055410847779256
9349,4348,fault_active,94,57757,86,57841,1,1,-0.001966454828201068,0.2853139062087983,-0.18625155379691452,-88.80516660694967,0.2994066318895807
